id,query,ground_truths,status,entities,relations,symbol_candidates,results,grounding_candidates,vss_merged_candidates
13011,Could you show me some papers that delve into quantum reasoning and its applications within the Principle of locality field?,"[1626369, 1690011, 1211167, 1235105, 1176744, 1576233, 1578293, 1219383, 1611064, 1197880, 1482299, 1636161, 1377224, 1498193, 1602392, 1270758, 1612021, 1185530, 1333115, 1615997]",IN_PROGRESS,"{""A"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""Principle of locality""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""quantum reasoning""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""quantum reasoning"", ""its applications"", ""within the Principle of locality field""], ""constant"": false}}","{('ANSWER', 'A'): ['paper___has_topic___field_of_study'], ('ANSWER', 'B'): ['paper___has_topic___field_of_study']}",,"{'answer_list': [1313869, 1422596, 1333115, 1611064, 1270758, 1578293, 1576233, 1185530, 1615997, 1779816, 1498193, 1197880, 1612021, 1211167, 1176744, 1636161, 1361475, 1326001, 1366453, 1278521], 'answer_set': {1422596, 1211167, 1176744, 1576233, 1326001, 1578293, 1366453, 1197880, 1611064, 1278521, 1636161, 1361475, 1313869, 1498193, 1270758, 1779816, 1612021, 1185530, 1333115, 1615997}, 'ground_truth_set': {1626369, 1690011, 1211167, 1235105, 1176744, 1576233, 1578293, 1219383, 1197880, 1611064, 1482299, 1636161, 1377224, 1498193, 1602392, 1270758, 1612021, 1185530, 1333115, 1615997}, 'retrieved_ground_truths': {1636161, 1611064, 1270758, 1176744, 1576233, 1498193, 1578293, 1612021, 1197880, 1185530, 1333115, 1615997, 1211167}, 'missed_ground_truths': {1626369, 1235105, 1377224, 1219383, 1602392, 1482299, 1690011}, 'metrics': {'total_answers': 20, 'retrieved_count': 13, 'missed_count': 7, 'recall@50': 0.65, 'recall@20': 0.65, 'hit_at_1': 0.0, 'hit_at_5': 1.0, 'mrr': 0.3333333333333333}, 'vss_merged_metrics': {'total_answers': 20, 'retrieved_count': 9, 'missed_count': 11, 'recall@50': 0.45, 'recall@20': 0.45, 'hit_at_1': 0.0, 'hit_at_5': 1.0, 'mrr': 0.3333333333333333}}","[1313869, 1422596, 1333115, 1611064, 1270758, 1578293, 1576233, 1185530, 1615997, 1779816, 1498193, 1197880, 1612021, 1211167, 1176744, 1636161, 1361475, 1326001, 1366453, 1278521]","[1313869, 1422596, 1333115, 1611064, 1270758, 1578293, 1576233, 1185530, 1615997, 1779816, 1498193, 1197880, 1190112, 1191353, 1556981, 1590718, 1577861, 1818713, 1216628, 1345727]"
2305,Does the National Institute of Technology in Durgapur have any publications on the properties and characterization of nanocrystalline materials?,"[1476098, 1569186, 1452387, 1453732, 1400843, 1387515]",IN_PROGRESS,"{""A"": {""type"": [""institution""], ""lexical"": {""name"": ""National Institute of Technology in Durgapur""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""nanocrystalline materials""}, ""semantic"": [""properties and characterization""], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""publications on the properties and characterization of nanocrystalline materials""], ""constant"": false}}","{('A', 'ANSWER'): ['author___affiliated_with___institution'], ('ANSWER', 'B'): ['paper___has_topic___field_of_study']}",,"{'answer_list': [1246418, 1265659, 1439357, 1339824, 1765118, 1369886, 1725338, 1285202, 1448266, 1314575, 1246505, 1406119, 1416615, 1468196, 1868439, 1439181, 1388855, 1697559, 1714942, 1782669], 'answer_set': {1782669, 1314575, 1697559, 1868439, 1725338, 1369886, 1468196, 1406119, 1416615, 1246505, 1339824, 1388855, 1448266, 1439181, 1246418, 1285202, 1765118, 1265659, 1439357, 1714942}, 'ground_truth_set': {1569186, 1476098, 1452387, 1453732, 1400843, 1387515}, 'retrieved_ground_truths': set(), 'missed_ground_truths': {1569186, 1476098, 1452387, 1453732, 1387515, 1400843}, 'metrics': {'total_answers': 6, 'retrieved_count': 0, 'missed_count': 6, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}, 'vss_merged_metrics': {'total_answers': 6, 'retrieved_count': 0, 'missed_count': 6, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}}","[1246418, 1265659, 1439357, 1339824, 1765118, 1369886, 1725338, 1285202, 1448266, 1314575, 1246505, 1406119, 1416615, 1468196, 1868439, 1439181, 1388855, 1697559, 1714942, 1782669]","[1246418, 1265659, 1439357, 1339824, 1765118, 1369886, 1725338, 1285202, 1448266, 1314575, 1246505, 1406119, 1572130, 1587988, 1228432, 1365732, 1595223, 1227050, 1309135, 1615073]"
9572,Are there any papers sharing a coauthor with 'Vector Monte Carlo simulations on atmospheric scattering of polarization qubits' that also fall within the field of silicon photonics and discuss related silicon photonic devices?,"[1708615, 1764968, 1776890, 1741425, 1804789, 1742874, 1839454]",IN_PROGRESS,"{""A"": {""type"": [""paper""], ""lexical"": {""title"": ""Vector Monte Carlo simulations on atmospheric scattering of polarization qubits""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""author""], ""lexical"": {}, ""semantic"": [], ""constant"": false}, ""C"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""silicon photonics""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""sharing a coauthor"", ""silicon photonic devices""], ""constant"": false}}","{('B', 'A'): ['author___writes___paper'], ('B', 'ANSWER'): ['author___writes___paper'], ('ANSWER', 'C'): ['paper___has_topic___field_of_study']}",,"{'answer_list': [1609983, 1357530, 1332161, 1402032, 1676779, 1742874, 1524655, 1850243, 1517852, 1508054, 1253288, 1489168, 1266941, 1297279, 1344825, 1505897, 1182266, 1275900, 1703188, 1249920], 'answer_set': {1249920, 1850243, 1609983, 1489168, 1703188, 1742874, 1517852, 1253288, 1524655, 1402032, 1344825, 1182266, 1332161, 1508054, 1357530, 1505897, 1676779, 1275900, 1266941, 1297279}, 'ground_truth_set': {1742874, 1708615, 1764968, 1741425, 1804789, 1776890, 1839454}, 'retrieved_ground_truths': {1742874}, 'missed_ground_truths': {1708615, 1764968, 1741425, 1804789, 1776890, 1839454}, 'metrics': {'total_answers': 7, 'retrieved_count': 1, 'missed_count': 6, 'recall@50': 0.14285714285714285, 'recall@20': 0.14285714285714285, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.16666666666666666}, 'vss_merged_metrics': {'total_answers': 7, 'retrieved_count': 1, 'missed_count': 6, 'recall@50': 0.14285714285714285, 'recall@20': 0.14285714285714285, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.16666666666666666}}","[1609983, 1357530, 1332161, 1402032, 1676779, 1742874, 1524655, 1850243, 1517852, 1508054, 1253288, 1489168, 1266941, 1297279, 1344825, 1505897, 1182266, 1275900, 1703188, 1249920]","[1609983, 1357530, 1332161, 1402032, 1676779, 1742874, 1524655, 1850243, 1517852, 1508054, 1253288, 1489168, 1355649, 1328460, 1689382, 1477894, 1566619, 1381317, 1243200, 1299920]"
6877,"I'm looking for papers with a shared authorship with ""Passive-scheme analysis for solving the untrusted source problem in quantum key distribution"", which additionally delve into the analysis of beam wander effects or are related to the same field concerning how these effects can influence quantum key distribution systems. This is with the aim of exploring future research collaborations with authors experienced in this topic, particularly as it pertains to resolving potential issues that untrusted sources may cause.","[1417195, 1544657, 1398200, 1451709, 1521085]",IN_PROGRESS,"{""A"": {""type"": [""paper""], ""lexical"": {""title"": ""Passive-scheme analysis for solving the untrusted source problem in quantum key distribution""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""author""], ""lexical"": {}, ""semantic"": [""experienced in beam wander effects and quantum key distribution""], ""constant"": false}, ""C"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""quantum key distribution""}, ""semantic"": [""beam wander effects"", ""untrusted sources""], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""shared authorship"", ""analysis of beam wander effects"", ""quantum key distribution systems""], ""constant"": false}}","{('B', 'A'): ['author___writes___paper'], ('B', 'ANSWER'): ['author___writes___paper'], ('A', 'C'): ['paper___has_topic___field_of_study'], ('ANSWER', 'C'): ['paper___has_topic___field_of_study'], ('B', 'C'): ['author___affiliated_with___institution']}",,"{'answer_list': [1424144, 1245918, 1328059, 1541117, 1312579, 1493687, 1851304, 1391801, 1537056, 1482328, 1245516, 1691467, 1858072, 1499024, 1579207, 1230025, 1784873, 1392276, 1468245, 1277085], 'answer_set': {1424144, 1499024, 1392276, 1858072, 1277085, 1537056, 1851304, 1784873, 1493687, 1391801, 1328059, 1312579, 1579207, 1230025, 1691467, 1245516, 1468245, 1482328, 1245918, 1541117}, 'ground_truth_set': {1417195, 1544657, 1398200, 1451709, 1521085}, 'retrieved_ground_truths': set(), 'missed_ground_truths': {1544657, 1398200, 1417195, 1451709, 1521085}, 'metrics': {'total_answers': 5, 'retrieved_count': 0, 'missed_count': 5, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}, 'vss_merged_metrics': {'total_answers': 5, 'retrieved_count': 0, 'missed_count': 5, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}}","[1424144, 1245918, 1328059, 1541117, 1312579, 1493687, 1851304, 1391801, 1537056, 1482328, 1245516, 1691467, 1858072, 1499024, 1579207, 1230025, 1784873, 1392276, 1468245, 1277085]","[1424144, 1245918, 1328059, 1541117, 1312579, 1493687, 1851304, 1391801, 1537056, 1482328, 1245516, 1691467, 1761559, 1784312, 1194492, 1749775, 1368062, 1678079, 1846646, 1195233]"
734,Does any research from Cégep de l'Outaouais explore novel imaging techniques in Optics?,"[1738499, 1229416, 1719921, 1479836, 1411070]",IN_PROGRESS,"{""A"": {""type"": [""institution""], ""lexical"": {""name"": ""C\u00e9gep de l'Outaouais""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""Optics""}, ""semantic"": [], ""constant"": true}, ""C"": {""type"": [""author""], ""lexical"": {}, ""semantic"": [], ""constant"": false}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""novel imaging techniques"", ""research from C\u00e9gep de l'Outaouais"", ""in Optics""], ""constant"": false}}","{('A', 'C'): ['author___affiliated_with___institution'], ('C', 'ANSWER'): ['author___writes___paper'], ('ANSWER', 'B'): ['paper___has_topic___field_of_study']}",,"{'answer_list': [1809886, 1283515, 1427372, 1456171, 1668696, 1501820, 1603570, 1179872, 1787959, 1450508, 1229416, 1479836, 1411070, 1534605, 1738499, 1176018, 1176309, 1719921, 1606964, 1509285], 'answer_set': {1738499, 1450508, 1534605, 1479836, 1509285, 1456171, 1427372, 1606964, 1787959, 1283515, 1176018, 1668696, 1809886, 1179872, 1229416, 1719921, 1603570, 1176309, 1501820, 1411070}, 'ground_truth_set': {1738499, 1229416, 1719921, 1479836, 1411070}, 'retrieved_ground_truths': {1738499, 1229416, 1719921, 1479836, 1411070}, 'missed_ground_truths': set(), 'metrics': {'total_answers': 5, 'retrieved_count': 5, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.09090909090909091}, 'vss_merged_metrics': {'total_answers': 5, 'retrieved_count': 2, 'missed_count': 3, 'recall@50': 0.4, 'recall@20': 0.4, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.09090909090909091}}","[1809886, 1283515, 1427372, 1456171, 1668696, 1501820, 1603570, 1179872, 1787959, 1450508, 1229416, 1479836, 1411070, 1534605, 1738499, 1176018, 1176309, 1719921, 1606964, 1509285]","[1809886, 1283515, 1427372, 1456171, 1668696, 1501820, 1603570, 1179872, 1787959, 1450508, 1229416, 1479836, 1359688, 1585071, 1335285, 1660995, 1493882, 1231938, 1340660, 1660088]"
13234,Show me publications on gravity theories from the co-authors involved in the 'Extensions of Lorentzian spacetime geometry: From Finsler to Cartan and vice versa' paper.,"[1642503, 1700246, 1856792, 1845017, 1553693, 1551773, 1825696, 1336614, 1819951, 1203383, 1859512, 1794501, 1626571, 1189837, 1484110, 1821418, 1785459, 1857012, 1841529]",IN_PROGRESS,"{""A"": {""type"": [""paper""], ""lexical"": {""title"": ""Extensions of Lorentzian spacetime geometry: From Finsler to Cartan and vice versa""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""author""], ""lexical"": {}, ""semantic"": [""co-authors of 'Extensions of Lorentzian spacetime geometry: From Finsler to Cartan and vice versa'""], ""constant"": false}, ""C"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""gravity theories""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""publications on gravity theories from co-authors of 'Extensions of Lorentzian spacetime geometry: From Finsler to Cartan and vice versa'""], ""constant"": false}}","{('B', 'A'): ['author___writes___paper'], ('B', 'ANSWER'): ['author___writes___paper'], ('ANSWER', 'C'): ['paper___has_topic___field_of_study']}",,"{'answer_list': [1553693, 1755614, 1526715, 1562573, 1642503, 1785459, 1515276, 1586870, 1845017, 1794501, 1630238, 1857012, 1841529, 1626571, 1821418, 1825696, 1859512, 1189837, 1856792, 1336614], 'answer_set': {1642503, 1515276, 1856792, 1845017, 1553693, 1630238, 1825696, 1336614, 1586870, 1859512, 1526715, 1794501, 1626571, 1562573, 1189837, 1755614, 1821418, 1785459, 1857012, 1841529}, 'ground_truth_set': {1642503, 1700246, 1856792, 1845017, 1553693, 1551773, 1825696, 1336614, 1819951, 1203383, 1859512, 1794501, 1626571, 1189837, 1484110, 1821418, 1785459, 1857012, 1841529}, 'retrieved_ground_truths': {1825696, 1794501, 1336614, 1642503, 1841529, 1821418, 1626571, 1189837, 1785459, 1857012, 1859512, 1856792, 1845017, 1553693}, 'missed_ground_truths': {1484110, 1819951, 1700246, 1203383, 1551773}, 'metrics': {'total_answers': 19, 'retrieved_count': 14, 'missed_count': 5, 'recall@50': 0.7368421052631579, 'recall@20': 0.7368421052631579, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}, 'vss_merged_metrics': {'total_answers': 19, 'retrieved_count': 6, 'missed_count': 13, 'recall@50': 0.3157894736842105, 'recall@20': 0.3157894736842105, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}}","[1553693, 1755614, 1526715, 1562573, 1642503, 1785459, 1515276, 1586870, 1845017, 1794501, 1630238, 1857012, 1841529, 1626571, 1821418, 1825696, 1859512, 1189837, 1856792, 1336614]","[1553693, 1755614, 1526715, 1562573, 1642503, 1785459, 1515276, 1586870, 1845017, 1794501, 1630238, 1857012, 1210939, 1346923, 1306691, 1483062, 1528449, 1853141, 1394814, 1237782]"
5921,"Could you find recent papers, preferably from the last 5 years, which discuss the creation and characteristics of liquid crystals containing the heterocyclic ring of 1,2,3-Triazole? I am specifically keen on studies that investigate their utility in applications like LCD technology.","[1495786, 1823723, 1578636, 1379026, 1200722]",IN_PROGRESS,"{""A"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""liquid crystals""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""LCD technology""}, ""semantic"": [], ""constant"": true}, ""C"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""1,2,3-Triazole""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""recent papers"", ""last 5 years"", ""creation and characteristics of liquid crystals"", ""utility in applications like LCD technology""], ""constant"": false}}","{('A', 'ANSWER'): ['paper___has_topic___field_of_study'], ('B', 'ANSWER'): ['paper___has_topic___field_of_study'], ('C', 'ANSWER'): ['paper___has_topic___field_of_study']}",,"{'answer_list': [1465173, 1189693, 1717962, 1232832, 1276292, 1693252, 1362909, 1393498, 1734244, 1517640, 1398353, 1717720, 1305455, 1590420, 1828860, 1586901, 1700420, 1422250, 1238282, 1760118], 'answer_set': {1276292, 1238282, 1590420, 1422250, 1189693, 1232832, 1693252, 1700420, 1517640, 1717962, 1398353, 1465173, 1586901, 1717720, 1393498, 1362909, 1734244, 1305455, 1760118, 1828860}, 'ground_truth_set': {1495786, 1823723, 1578636, 1379026, 1200722}, 'retrieved_ground_truths': set(), 'missed_ground_truths': {1379026, 1200722, 1495786, 1823723, 1578636}, 'metrics': {'total_answers': 5, 'retrieved_count': 0, 'missed_count': 5, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}, 'vss_merged_metrics': {'total_answers': 5, 'retrieved_count': 0, 'missed_count': 5, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}}","[1465173, 1189693, 1717962, 1232832, 1276292, 1693252, 1362909, 1393498, 1734244, 1517640, 1398353, 1717720, 1305455, 1590420, 1828860, 1586901, 1700420, 1422250, 1238282, 1760118]","[1465173, 1189693, 1717962, 1232832, 1276292, 1693252, 1362909, 1393498, 1734244, 1517640, 1398353, 1717720, 1582579, 1253065, 1177585, 1218712, 1398430, 1653495, 1262370, 1643759]"
6072,"What are the papers referenced in ""Analytical eigenstates for the quantum Rabi model"" that also discuss interactions between quantum systems?","[1423526, 1511783, 1503912, 1541868, 1535184, 1225430, 1315063, 1537855]",IN_PROGRESS,"{""A"": {""type"": [""paper""], ""lexical"": {""title"": ""Analytical eigenstates for the quantum Rabi model""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {}, ""semantic"": [""interactions between quantum systems""], ""constant"": false}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""referenced in Analytical eigenstates for the quantum Rabi model"", ""discuss interactions between quantum systems""], ""constant"": false}}","{('A', 'ANSWER'): ['paper___cites___paper'], ('ANSWER', 'B'): ['paper___has_topic___field_of_study']}",,"{'answer_list': [1225430, 1818535, 1372887, 1445543, 1827622, 1669751, 1542691, 1755383, 1307807, 1613270, 1631645, 1541868, 1511783, 1828354, 1449587, 1578298, 1483679, 1687821, 1459034, 1216361], 'answer_set': {1828354, 1687821, 1755383, 1631645, 1483679, 1307807, 1542691, 1827622, 1445543, 1818535, 1578298, 1225430, 1372887, 1613270, 1459034, 1511783, 1216361, 1541868, 1449587, 1669751}, 'ground_truth_set': {1423526, 1511783, 1503912, 1541868, 1535184, 1225430, 1315063, 1537855}, 'retrieved_ground_truths': {1541868, 1225430, 1511783}, 'missed_ground_truths': {1423526, 1503912, 1535184, 1315063, 1537855}, 'metrics': {'total_answers': 8, 'retrieved_count': 3, 'missed_count': 5, 'recall@50': 0.375, 'recall@20': 0.375, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}, 'vss_merged_metrics': {'total_answers': 8, 'retrieved_count': 2, 'missed_count': 6, 'recall@50': 0.25, 'recall@20': 0.25, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}}","[1225430, 1818535, 1372887, 1445543, 1827622, 1669751, 1542691, 1755383, 1307807, 1613270, 1631645, 1541868, 1511783, 1828354, 1449587, 1578298, 1483679, 1687821, 1459034, 1216361]","[1225430, 1818535, 1372887, 1445543, 1827622, 1669751, 1542691, 1755383, 1307807, 1613270, 1631645, 1541868, 1583939, 1858650, 1521769, 1265723, 1283685, 1703627, 1828354, 1624235]"
4652,Show me papers authored by Higher Technological Institute researchers on the topic of soliton wave solutions.,"[1872688, 1859666, 1859059, 1855707]",IN_PROGRESS,"{""A"": {""type"": [""institution""], ""lexical"": {""name"": ""Higher Technological Institute""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""soliton wave solutions""}, ""semantic"": [], ""constant"": true}, ""C"": {""type"": [""author""], ""lexical"": {}, ""semantic"": [""Higher Technological Institute researchers""], ""constant"": false}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""papers authored by Higher Technological Institute researchers on the topic of soliton wave solutions""], ""constant"": false}}","{('A', 'C'): ['author___affiliated_with___institution'], ('C', 'ANSWER'): ['author___writes___paper'], ('ANSWER', 'B'): ['paper___has_topic___field_of_study']}",,"{'answer_list': [1515483, 1786994, 1796094, 1656815, 1249597, 1781695, 1559239, 1273853, 1738300, 1786564, 1533993, 1857291, 1797911, 1758363, 1743516, 1744044, 1782359, 1458483, 1318764, 1588855], 'answer_set': {1857291, 1797911, 1758363, 1743516, 1533993, 1744044, 1458483, 1738300, 1249597, 1781695, 1786564, 1559239, 1782359, 1515483, 1318764, 1656815, 1786994, 1588855, 1273853, 1796094}, 'ground_truth_set': {1872688, 1859666, 1859059, 1855707}, 'retrieved_ground_truths': set(), 'missed_ground_truths': {1872688, 1859666, 1859059, 1855707}, 'metrics': {'total_answers': 4, 'retrieved_count': 0, 'missed_count': 4, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}, 'vss_merged_metrics': {'total_answers': 4, 'retrieved_count': 0, 'missed_count': 4, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}}","[1515483, 1786994, 1796094, 1656815, 1249597, 1781695, 1559239, 1273853, 1738300, 1786564, 1533993, 1857291, 1797911, 1758363, 1743516, 1744044, 1782359, 1458483, 1318764, 1588855]","[1515483, 1786994, 1796094, 1656815, 1249597, 1781695, 1559239, 1273853, 1738300, 1786564, 1533993, 1857291, 1642366, 1671547, 1795536, 1458483, 1414891, 1186397, 1665410, 1736031]"
6455,Search for publications by Marco Breschi on thermal properties.,"[1666821, 1663302, 1654567, 1522057, 1450410, 1639372, 1748887, 1556310, 1339222, 1428799]",IN_PROGRESS,"{""A"": {""type"": [""author""], ""lexical"": {""name"": ""Marco Breschi""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""thermal properties""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""publications by Marco Breschi on thermal properties""], ""constant"": false}}","{('A', 'ANSWER'): ['author___writes___paper'], ('ANSWER', 'B'): ['paper___has_topic___field_of_study']}",,"{'answer_list': [1648184, 1666821, 1663302, 1663988, 1428799, 1450410, 1215154, 1770574, 1639372, 1556310, 1481702, 1758651, 1559832, 1746651, 1604159, 1739382, 1367441, 1428689, 1849236, 1461696], 'answer_set': {1666821, 1367441, 1849236, 1559832, 1450410, 1215154, 1648184, 1758651, 1604159, 1428799, 1461696, 1663302, 1639372, 1770574, 1428689, 1556310, 1746651, 1481702, 1663988, 1739382}, 'ground_truth_set': {1666821, 1663302, 1654567, 1522057, 1450410, 1639372, 1556310, 1748887, 1339222, 1428799}, 'retrieved_ground_truths': {1666821, 1663302, 1450410, 1639372, 1556310, 1428799}, 'missed_ground_truths': {1748887, 1522057, 1339222, 1654567}, 'metrics': {'total_answers': 10, 'retrieved_count': 6, 'missed_count': 4, 'recall@50': 0.6, 'recall@20': 0.6, 'hit_at_1': 0.0, 'hit_at_5': 1.0, 'mrr': 0.5}, 'vss_merged_metrics': {'total_answers': 10, 'retrieved_count': 6, 'missed_count': 4, 'recall@50': 0.6, 'recall@20': 0.6, 'hit_at_1': 0.0, 'hit_at_5': 1.0, 'mrr': 0.5}}","[1648184, 1666821, 1663302, 1663988, 1428799, 1450410, 1215154, 1770574, 1639372, 1556310, 1481702, 1758651, 1559832, 1746651, 1604159, 1739382, 1367441, 1428689, 1849236, 1461696]","[1648184, 1666821, 1663302, 1663988, 1428799, 1450410, 1215154, 1770574, 1639372, 1556310, 1481702, 1758651, 1422414, 1260327, 1473862, 1384645, 1267816, 1389442, 1259419, 1502668]"
11913,"Looking for papers having a coauthor in common with ""Quantitative analysis of strain distribution in InAs/InAs1−xSbx superlattices"", within the same research discipline, and suggesting a novel FPA architecture.","[1502074, 1408635, 1403068, 1273941]",IN_PROGRESS,"{""A"": {""type"": [""paper""], ""lexical"": {""title"": ""Quantitative analysis of strain distribution in InAs/InAs1\u2212xSbx superlattices""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""author""], ""lexical"": {}, ""semantic"": [], ""constant"": false}, ""C"": {""type"": [""field_of_study""], ""lexical"": {}, ""semantic"": [""same research discipline""], ""constant"": false}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""coauthor in common"", ""novel FPA architecture""], ""constant"": false}}","{('B', 'A'): ['author___writes___paper'], ('B', 'ANSWER'): ['author___writes___paper'], ('A', 'C'): ['paper___has_topic___field_of_study'], ('ANSWER', 'C'): ['paper___has_topic___field_of_study']}",,"{'answer_list': [1554268, 1687620, 1267454, 1782943, 1780035, 1491475, 1235654, 1494160, 1525426, 1675985, 1288747, 1623335, 1230352, 1309010, 1315482, 1550685, 1497712, 1222212, 1818594, 1312522], 'answer_set': {1312522, 1494160, 1230352, 1491475, 1315482, 1782943, 1623335, 1288747, 1525426, 1780035, 1687620, 1222212, 1235654, 1675985, 1309010, 1554268, 1550685, 1818594, 1497712, 1267454}, 'ground_truth_set': {1502074, 1408635, 1403068, 1273941}, 'retrieved_ground_truths': set(), 'missed_ground_truths': {1502074, 1408635, 1403068, 1273941}, 'metrics': {'total_answers': 4, 'retrieved_count': 0, 'missed_count': 4, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}, 'vss_merged_metrics': {'total_answers': 4, 'retrieved_count': 0, 'missed_count': 4, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}}","[1554268, 1687620, 1267454, 1782943, 1780035, 1491475, 1235654, 1494160, 1525426, 1675985, 1288747, 1623335, 1230352, 1309010, 1315482, 1550685, 1497712, 1222212, 1818594, 1312522]","[1554268, 1687620, 1267454, 1782943, 1780035, 1491475, 1235654, 1494160, 1525426, 1675985, 1288747, 1623335, 1497712, 1715298, 1362390, 1439186, 1741165, 1533321, 1260711, 1250249]"
