query_id,query_text,total_answers,retrieved_count,missed_count,recall@50,recall@20,hit@1,hit@5,mrr,recall@20_vss_merged
11157,"Can you find 2014 papers about ionospheric plasma parameters that were cited in the study ""Equinoctial asymmetry in ionosphere over Indian region during 2006–2013 using COSMIC measurements""?",2,2,0,1.0,1.0,0.0,1.0,0.25,1.0
9834,Show me publications by Anahit Badalyan on the topic of holography with Bessel beam recordings.,2,2,0,1.0,1.0,1.0,1.0,1.0,1.0
11718,"Are there any other studies on high-velocity outflows that have referenced or been inspired by the evidence presented in ""Discovery of the transition of a mini-broad absorption line into a broad absorption line in the SDSS quasar J115122.14+020426.3""?",7,6,1,0.8571428571428571,0.8571428571428571,0.0,1.0,0.3333333333333333,0.8571428571428571
8716,Can you find any publications from Shiga University of Medical Science that focus on the study of interfaces via molecular dynamics simulations?,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
8467,"Show me articles on crystal structures and their formation authored by co-authors of ""Dependence of the Apex Angle of an Inverted Pyramidal-Shaped Container on Crystallization of Brownian Particles"".",3,2,1,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0
2317,"Show me publications from Nirmalagiri College, Kuthuparamba exploring the features and utilization of lithium ferrite nanoparticles.",1,1,0,1.0,1.0,0.0,0.0,0.05263157894736842,0.0
3951,Looking for research papers related to electric motor armature design optimization that have affiliations with Hanbat National University. Specifically interested in works proposing design optimizations of electric motors.,1,1,0,1.0,1.0,0.0,1.0,0.5,1.0
12357,Does any literature exist from the Netherlands Environmental Assessment Agency on anticipated climate extremes under 1.5°C global warming? Could you also look up related research papers in the domain of Astronomy?,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0
6540,I'm looking for papers on the geochemical characteristics of lunar features related to the Moon's magma ocean.,8,8,0,1.0,1.0,1.0,1.0,1.0,1.0
4403,"Search for publications from Penn State Erie, The Behrend College regarding the study of mass transfer within water filtration systems, specifically within the mechanical engineering discipline.",1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
