id,ground_truths,query,original_answers,reranked_answers
2645,"[1499976, 1338425, 1365290]","I am looking for publications that both cite ""Knot invariants and M-theory: Hitchin equations, Chern-Simons actions, and surface operators"" and address the topic of supersymmetry in the context of resolved conifolds.","[1736859, 1412976, 1499976, 1338425, 1365290, 1267197, 1344370, 1407082, 1330521, 1587246, 1476397, 1339135, 1629387, 1602947, 1587331, 1699962, 1754562, 1723348, 1595673, 1690086]","[1736859, 1412976, 1499976, 1338425, 1365290, 1267197, 1344370, 1407082, 1330521, 1587246, 1476397, 1629387, 1602947, 1699962, 1595673, 1754562, 1339135, 1587331, 1723348, 1690086]"
7887,[1624665],Which publications by authors affiliated with TRW Inc. discuss lowering the driving voltage needs for actuators?,"[1624665, 1281806, 1703572, 1518595, 1273161, 1490356, 1694012, 1735639, 1479792, 1589392, 1287166, 1612486, 1404265, 1479518, 1721785, 1800845, 1762926, 1801787, 1565841, 1481132]","[1624665, 1281806, 1735639, 1479792, 1589392, 1612486, 1404265, 1479518, 1721785, 1800845, 1762926, 1801787, 1565841, 1481132, 1703572, 1518595, 1273161, 1490356, 1694012, 1287166]"
9015,[1403812],"I'm keen on obtaining a selection of research papers that delve into the topic of flow instability within micro-channels in relation to restrictive flow orifice. In particular, I'm interested in exploring how these unstable flows at higher pressures can affect design considerations, particularly within applications such as lab-on-a-chip technologies.","[1782439, 1742478, 1270045, 1455605, 1729769, 1768065, 1647651, 1580148, 1597259, 1289541, 1729999, 1598699, 1203737, 1723142, 1815607, 1240874, 1403812, 1274920, 1763575, 1622833]","[1782439, 1742478, 1270045, 1455605, 1647651, 1289541, 1203737, 1723142, 1815607, 1240874, 1403812, 1274920, 1763575, 1622833, 1729769, 1768065, 1580148, 1597259, 1729999, 1598699]"
3941,"[1497385, 1542462]","What are the papers on graviton scattering referenced by the study ""Euler-Lagrange equations for the Gribov reggeon calculus in QCD and in gravity""?","[1542462, 1497385, 1765742, 1715014, 1376489, 1767676, 1815397, 1745636, 1695936, 1571197, 1424881, 1619536, 1852090, 1506395, 1287132, 1706255, 1384774, 1232986, 1360702, 1769350]","[1706255, 1542462, 1497385, 1765742, 1715014, 1376489, 1767676, 1815397, 1695936, 1424881, 1619536, 1852090, 1506395, 1384774, 1232986, 1769350, 1745636, 1571197, 1287132, 1360702]"
4074,[1397999],"Can you find papers published in 2009 about Korea's participation in ITER, which either cite or are referenced by the paper titled, ""Detail procedure of pressure and baking test for ITER vacuum vessel lower port stub extension?","[1397999, 1493848, 1174454, 1380909, 1654569, 1312212, 1607131, 1665624, 1839930, 1379810, 1790500, 1788227, 1812857, 1529991, 1377243, 1813802, 1244297, 1639223, 1248695, 1306221]","[1397999, 1607131, 1665624, 1379810, 1790500, 1812857, 1529991, 1377243, 1813802, 1244297, 1639223, 1248695, 1493848, 1174454, 1380909, 1654569, 1312212, 1839930, 1788227, 1306221]"
11496,"[1847187, 1677381]",Please find articles related to control logic with a focus on enhancing system reliability when faced with shading conditions.,"[1677714, 1597586, 1677381, 1349025, 1497612, 1290969, 1248496, 1720939, 1591818, 1283760, 1446680, 1245912, 1270249, 1847187, 1484582, 1807260, 1703922, 1688645, 1218564, 1239790]","[1218564, 1239790, 1703922, 1677714, 1597586, 1677381, 1349025, 1497612, 1290969, 1248496, 1283760, 1446680, 1270249, 1807260, 1688645, 1847187, 1720939, 1591818, 1245912, 1484582]"
145,[1783938],"I'm looking for papers with at least one shared author with ""Physics of Microswimmers - Single Particle Motion and Collective Behavior"", that explore the subject of active turbulence and transport in a self-assembled spinning particles gas within the same research field.","[1261959, 1686591, 1721053, 1473593, 1514578, 1205143, 1491611, 1572486, 1419925, 1715569, 1330836, 1687053, 1660476, 1376827, 1350654, 1209610, 1783938, 1715725, 1715508, 1853063]","[1261959, 1686591, 1721053, 1473593, 1514578, 1205143, 1491611, 1572486, 1419925, 1715569, 1330836, 1687053, 1660476, 1376827, 1350654, 1209610, 1783938, 1715725, 1715508, 1853063]"
9814,"[1831712, 1625667, 1449231, 1488913, 1854067, 1632789, 1557018, 1793818, 1780189]","Could you locate studies co-authored by the same individual(s) who contributed to ""Critical behaviors and phase diagrams of the mixed spin-1 and spin-7/2 Blume-Capel (BC) Ising model on the Bethe lattice (BL),"" that remain within the same field? Specifically, documents that similarly examine phases in a spin model?","[1397579, 1817552, 1584132, 1182931, 1416900, 1273028, 1625423, 1343739, 1755799, 1547319, 1532540, 1205668, 1327849, 1813408, 1230161, 1632789, 1831589, 1219228, 1557018, 1793818]","[1397579, 1584132, 1182931, 1416900, 1273028, 1625423, 1343739, 1755799, 1547319, 1532540, 1205668, 1327849, 1813408, 1230161, 1632789, 1831589, 1219228, 1557018, 1793818, 1817552]"
2665,"[1413233, 1763067, 1436236]","Can I find any papers by coauthors of ""Role of surface recombination in affecting the efficiency of nanostructured thin-film solar cells"" that also explore enhancing light absorption and trapping strategies for better solar cell efficiency?","[1413233, 1436236, 1249193, 1319518, 1525269, 1556727, 1460348, 1560624, 1466980, 1701761, 1311617, 1553395, 1730830, 1487619, 1302276, 1334588, 1447977, 1480653, 1389151, 1453042]","[1413233, 1436236, 1249193, 1319518, 1525269, 1556727, 1460348, 1560624, 1466980, 1701761, 1311617, 1553395, 1730830, 1487619, 1302276, 1334588, 1447977, 1480653, 1389151, 1453042]"
12248,[1543952],Are there any research papers from Clare College exploring the confinement of gravitational magnetic fields within a torus in the field of Torus studies?,"[1853379, 1292588, 1579156, 1212991, 1696170, 1555291, 1264442, 1357425, 1797929, 1310074, 1437313, 1584290, 1612266, 1755668, 1668104, 1252518, 1198879, 1796912, 1397410, 1562219]","[1797929, 1310074, 1437313, 1612266, 1198879, 1562219, 1853379, 1292588, 1579156, 1212991, 1696170, 1555291, 1264442, 1357425, 1584290, 1755668, 1668104, 1252518, 1796912, 1397410]"
9378,[1411904],Does any research originating from the Federal University of Ceará involve studying room temperature acoustic-phonon emission in the realm of Terahertz radiation?,"[1862669, 1548304, 1267045, 1538683, 1290118, 1411904, 1234208, 1189638, 1254214, 1854374, 1577569, 1240313, 1841945, 1658758, 1542072, 1255633, 1847771, 1245909, 1359976, 1577668]","[1862669, 1548304, 1267045, 1538683, 1290118, 1411904, 1234208, 1189638, 1254214, 1854374, 1577569, 1240313, 1841945, 1658758, 1542072, 1255633, 1847771, 1245909, 1359976, 1577668]"
5650,"[1393508, 1365940, 1350135]",Could you show me some research papers that explore generating multiple wavelengths using Barium nitrate in their studies?,"[1393508, 1365940, 1395635, 1350135, 1624383, 1400497, 1233860, 1374591, 1230980, 1485516, 1449585, 1180917, 1581337, 1225535, 1490949, 1227394, 1667978, 1261284, 1402804, 1376450]","[1624383, 1402804, 1233860, 1374591, 1393508, 1365940, 1395635, 1350135, 1449585, 1180917, 1490949, 1227394, 1261284, 1400497, 1230980, 1485516, 1581337, 1225535, 1667978, 1376450]"
8939,[1746436],"Looking for papers from the co-authors of ""Elastic properties and electronic structure of Mo2FeB2 alloyed with Cr, Ni and Mn by first-principles calculations"", which further explore the structural stability and elastic properties of Mo2FeB2 alloyed with different elements, similar to the initial investigations with Cr, Ni, and Mn.","[1746436, 1755797, 1722138, 1450300, 1661749, 1676343, 1254080, 1507089, 1298831, 1530858, 1283008, 1274013, 1870383, 1387685, 1830355, 1299334, 1196682, 1716216, 1799018, 1237197]","[1298831, 1530858, 1283008, 1274013, 1870383, 1387685, 1830355, 1299334, 1196682, 1716216, 1799018, 1237197, 1746436, 1755797, 1722138, 1450300, 1661749, 1676343, 1254080, 1507089]"
11852,"[1224411, 1517847]",Show me publications by Ryan Gavin on squark production and decay incorporating parton shower matching.,"[1224411, 1517847, 1356594, 1198890, 1652186, 1293913, 1589686, 1761284, 1757738, 1577471, 1545033, 1582258, 1745176, 1757434, 1546741, 1416575, 1381434, 1771972, 1816714, 1211261]","[1517847, 1224411, 1356594, 1652186, 1293913, 1589686, 1761284, 1757738, 1545033, 1745176, 1416575, 1381434, 1816714, 1211261, 1198890, 1577471, 1582258, 1757434, 1546741, 1771972]"
1750,"[1621720, 1628268, 1650015]",Show me research papers about Central composite design focusing on parameters that influence nanomagnetite particles.,"[1621720, 1628268, 1650015, 1495810, 1801450, 1427442, 1451195, 1837958, 1711881, 1646471, 1681763, 1736862, 1771558, 1474694, 1305588, 1765118, 1448266, 1548842, 1511275, 1530370]","[1621720, 1628268, 1650015, 1837958, 1711881, 1646471, 1681763, 1736862, 1771558, 1474694, 1305588, 1765118, 1448266, 1548842, 1511275, 1530370, 1495810, 1801450, 1427442, 1451195]"
3212,[1331689],Could you show me some 2015 publications on Sensitivity in control systems that have evaluated channel sets for human observer performance prediction?,"[1331689, 1312380, 1731912, 1503463, 1174622, 1284180, 1442627, 1615282, 1545922, 1324113, 1578514, 1238939, 1514365, 1502787, 1447251, 1497169, 1575561, 1350709, 1656787, 1522901]","[1331689, 1174622, 1442627, 1615282, 1545922, 1324113, 1578514, 1238939, 1514365, 1502787, 1447251, 1497169, 1575561, 1350709, 1656787, 1522901, 1312380, 1731912, 1503463, 1284180]"
5332,"[1256136, 1323386, 1596085, 1703326]",Which scholarly articles are there from Athabasca University that focus on the examination and interpretation of auroral images?,"[1348989, 1206730, 1352542, 1294010, 1570627, 1565475, 1300391, 1711553, 1458861, 1483830, 1652532, 1556255, 1306868, 1833082, 1595677, 1678739, 1706916, 1403245, 1424448, 1648059]","[1206730, 1300391, 1711553, 1458861, 1483830, 1652532, 1556255, 1306868, 1833082, 1595677, 1678739, 1706916, 1403245, 1424448, 1648059, 1348989, 1352542, 1294010, 1570627, 1565475]"
12719,"[1175186, 1198349, 1175286]",Show me publications by T. Okada focusing on the study of Ion Cyclotron Range of Frequencies (ICRF) wave excitation and propagation.,"[1460582, 1437953, 1287553, 1527398, 1329172, 1749959, 1664724, 1628043, 1502655, 1520854, 1175340, 1367015, 1318386, 1192649, 1358372, 1383502, 1296431, 1489529, 1340404, 1446304]","[1460582, 1437953, 1287553, 1527398, 1329172, 1749959, 1664724, 1628043, 1502655, 1520854, 1175340, 1367015, 1318386, 1192649, 1358372, 1383502, 1296431, 1489529, 1340404, 1446304]"
7395,[1587480],Show me articles by W Zabolotny on the performance of CMS resistive plate chambers.,"[1374054, 1189533, 1563682, 1755498, 1733193, 1571408, 1742421, 1636416, 1245336, 1382548, 1636262, 1312106, 1697753, 1716764, 1818056, 1278528, 1587480, 1214275, 1425189, 1866753]","[1374054, 1189533, 1563682, 1733193, 1742421, 1636416, 1245336, 1382548, 1636262, 1312106, 1697753, 1716764, 1818056, 1278528, 1587480, 1214275, 1425189, 1866753, 1755498, 1571408]"
2288,"[1237224, 1355967]",Show me publications by A. Matic on neutron beam properties.,"[1355967, 1237224, 1443284, 1374919, 1314026, 1345596, 1459603, 1599998, 1548825, 1649862, 1753159, 1425339, 1385690, 1591181, 1388487, 1277265, 1326633, 1726430, 1443117, 1569199]","[1355967, 1237224, 1443284, 1374919, 1345596, 1753159, 1385690, 1314026, 1459603, 1599998, 1548825, 1649862, 1425339, 1591181, 1388487, 1277265, 1326633, 1726430, 1443117, 1569199]"
13011,"[1626369, 1690011, 1211167, 1235105, 1176744, 1576233, 1578293, 1219383, 1611064, 1197880, 1482299, 1636161, 1377224, 1498193, 1602392, 1270758, 1612021, 1185530, 1333115, 1615997]",Could you show me some papers that delve into quantum reasoning and its applications within the Principle of locality field?,"[1313869, 1422596, 1333115, 1611064, 1270758, 1578293, 1576233, 1185530, 1615997, 1498193, 1197880, 1612021, 1211167, 1176744, 1636161, 1817232, 1795154, 1236715, 1779816, 1706198]","[1611064, 1576233, 1185530, 1498193, 1197880, 1176744, 1636161, 1236715, 1612021, 1817232, 1795154, 1779816, 1706198, 1313869, 1422596, 1333115, 1270758, 1578293, 1615997, 1211167]"
2548,"[1749856, 1706599, 1746798, 1181265, 1681980]",Which publications authored by individuals affiliated with the Sukkur Institute of Business Administration explore the relationship between intensity noise correlations?,"[1706599, 1774231, 1535612, 1208310, 1330482, 1625143, 1257840, 1559899, 1340193, 1485441, 1529279, 1398307, 1655373, 1710883, 1265800, 1246258, 1557551, 1462611, 1613678, 1342715]","[1706599, 1774231, 1535612, 1208310, 1625143, 1257840, 1710883, 1265800, 1462611, 1330482, 1559899, 1340193, 1485441, 1529279, 1398307, 1655373, 1246258, 1557551, 1613678, 1342715]"
1978,"[1840857, 1858139, 1869974, 1761151]",Show me publications by I. G. Miron on the topic of integrating plasma-edge in tokamaks.,"[1761151, 1858139, 1758136, 1858214, 1863141, 1840857, 1869974, 1869984, 1765999, 1186872, 1636075, 1814345, 1766878, 1469373, 1537852, 1618019, 1418640, 1661244, 1627873, 1846840]","[1858139, 1761151, 1758136, 1840857, 1765999, 1186872, 1636075, 1766878, 1537852, 1618019, 1418640, 1661244, 1627873, 1858214, 1863141, 1869974, 1869984, 1814345, 1469373, 1846840]"
11336,"[1703631, 1771639]",Could you find the research papers by Malinda L. C. Buffon related to thermoelectric materials?,"[1774336, 1536696, 1483697, 1820286, 1858114, 1329296, 1815171, 1745098, 1365729, 1441224, 1183676, 1569162, 1364304, 1573006, 1629214, 1422910, 1331630, 1622167, 1521215, 1511099]","[1774336, 1536696, 1483697, 1329296, 1815171, 1745098, 1365729, 1183676, 1569162, 1364304, 1573006, 1629214, 1511099, 1820286, 1858114, 1441224, 1422910, 1331630, 1622167, 1521215]"
12661,[1552857],Find papers from Pittsburg State University researchers on dark matter exploration through gamma rays.,"[1641808, 1461003, 1523104, 1620713, 1224581, 1612729, 1407083, 1446862, 1596423, 1564952, 1606297, 1435899, 1257907, 1247186, 1380083, 1560230, 1399253, 1448276, 1738227, 1588055]","[1641808, 1461003, 1523104, 1620713, 1224581, 1612729, 1407083, 1446862, 1596423, 1564952, 1606297, 1435899, 1247186, 1380083, 1399253, 1257907, 1560230, 1448276, 1738227, 1588055]"
11538,"[1842826, 1640743]","Find publications by co-authors of ""Validity of the generalized density matrix method for the microscopic calculation of a collective/bosonic Hamiltonian"", which also explore the topic of thermalization in small isolated systems.","[1299768, 1583838, 1807198, 1175716, 1381386, 1864085, 1490020, 1740423, 1807703, 1396307, 1628354, 1489365, 1484750, 1777358, 1823213, 1226134, 1820304, 1334788, 1640743, 1839772]","[1640743, 1807703, 1628354, 1490020, 1299768, 1583838, 1807198, 1381386, 1864085, 1740423, 1396307, 1484750, 1777358, 1823213, 1226134, 1820304, 1334788, 1839772, 1175716, 1489365]"
8029,"[1453219, 1364772, 1389553, 1568050, 1611732, 1393691]","What other research papers on quiet sun magnetism has the study ""Spectropolarimetric Evidence for a Siphon Flow along an Emerging Magnetic Flux Tube"" cited?","[1546158, 1568050, 1389553, 1611732, 1364772, 1453219, 1569794, 1718516, 1393691, 1596207, 1598469, 1507236, 1518672, 1537697, 1326463, 1681440, 1290353, 1321379, 1314937, 1537404]","[1569794, 1718516, 1393691, 1596207, 1598469, 1507236, 1518672, 1537697, 1326463, 1681440, 1290353, 1321379, 1314937, 1537404, 1546158, 1568050, 1389553, 1611732, 1364772, 1453219]"
11635,"[1848925, 1722294]",Show me publications by F. Pallas that discuss a multifunctional laser system.,"[1848925, 1722294, 1305578, 1326824, 1500480, 1758692, 1855066, 1413222, 1853302, 1868667, 1715024, 1649787, 1189639, 1297636, 1266185, 1531100, 1391846, 1293447, 1346635, 1788933]","[1848925, 1722294, 1758692, 1855066, 1413222, 1853302, 1868667, 1715024, 1649787, 1293447, 1346635, 1305578, 1326824, 1500480, 1189639, 1297636, 1266185, 1531100, 1391846, 1788933]"
9132,[1223510],Show me publications by M. Giunta exploring constraints on a lightweight pseudoscalar Higgs particle.,"[1225031, 1573196, 1743542, 1864460, 1474120, 1578591, 1369662, 1622324, 1313535, 1562835, 1313117, 1744732, 1309035, 1842504, 1293279, 1496703, 1692664, 1202733, 1595024, 1553300]","[1622324, 1313535, 1562835, 1313117, 1744732, 1309035, 1842504, 1293279, 1496703, 1692664, 1202733, 1595024, 1553300, 1225031, 1573196, 1743542, 1864460, 1474120, 1578591, 1369662]"
6448,"[1540055, 1537196, 1581518, 1446527]","What are some other works that have referenced or examined ""Stochastic Background of Gravitational Waves from Fermions -- Theory and Applications"" in relation to anisotropies in the gravitational wave background?","[1540055, 1446527, 1793210, 1574253, 1581518, 1192986, 1601495, 1493978, 1861537, 1278928, 1427288, 1787364, 1266892, 1695289, 1711828, 1554720, 1536872, 1566287, 1591942, 1198495]","[1446527, 1540055, 1574253, 1711828, 1793210, 1581518, 1192986, 1601495, 1493978, 1278928, 1427288, 1787364, 1266892, 1695289, 1536872, 1566287, 1861537, 1554720, 1591942, 1198495]"
467,[1538549],"Can you find papers that explore Pc4-5 pulsations' influence on chorus waves and are referenced in ""Cluster observations of whistler mode ducts and banded chorus""?","[1538549, 1397101, 1463134, 1317776, 1654586, 1402133, 1533119, 1216650, 1526081, 1541701, 1297450, 1734669, 1673437, 1495162, 1590806, 1198308, 1241207, 1203120, 1552633, 1174118]","[1241207, 1203120, 1552633, 1538549, 1397101, 1463134, 1317776, 1654586, 1402133, 1533119, 1216650, 1526081, 1734669, 1174118, 1541701, 1297450, 1673437, 1495162, 1590806, 1198308]"
3671,[1270627],Which publications by Monash University South Africa scholars focus on germanium defect analysis?,"[1270627, 1255820, 1228059, 1534748, 1834031, 1390212, 1470092, 1304345, 1224794, 1474770, 1767025, 1510958, 1530838, 1365802, 1678576, 1636805, 1549112, 1825509, 1671518, 1353182]","[1270627, 1767025, 1530838, 1365802, 1678576, 1636805, 1549112, 1825509, 1353182, 1255820, 1228059, 1534748, 1834031, 1390212, 1470092, 1304345, 1224794, 1474770, 1510958, 1671518]"
10579,"[1217473, 1643105, 1869763, 1274631, 1789259, 1594355, 1208756, 1577236, 1305628, 1399679]","Find more publications from the co-authors of ""Intense EM filamentation in relativistic hot plasmas"" that delve into the principles of self-organization.","[1561155, 1531097, 1397279, 1530681, 1403546, 1302984, 1727538, 1328768, 1414194, 1794705, 1752725, 1599953, 1863705, 1294054, 1632108, 1726884, 1857339, 1274915, 1787349, 1491674]","[1561155, 1397279, 1530681, 1403546, 1302984, 1727538, 1414194, 1857339, 1274915, 1491674, 1531097, 1794705, 1752725, 1294054, 1632108, 1787349, 1599953, 1328768, 1863705, 1726884]"
653,"[1174361, 1231589]",Show me publications by R. Brown on the formation of high-temperature field configurations through the merging of compact toroids.,"[1174361, 1488995, 1231589, 1572611, 1694668, 1744133, 1175988, 1856156, 1419068, 1357493, 1797929, 1683524, 1457375, 1758518, 1268610, 1670933, 1571948, 1305707, 1343114, 1851460]","[1174361, 1231589, 1457375, 1683524, 1305707, 1343114, 1851460, 1488995, 1572611, 1694668, 1744133, 1175988, 1856156, 1419068, 1357493, 1797929, 1758518, 1268610, 1670933, 1571948]"
13234,"[1642503, 1700246, 1856792, 1845017, 1553693, 1551773, 1825696, 1336614, 1819951, 1203383, 1859512, 1794501, 1626571, 1189837, 1484110, 1821418, 1785459, 1857012, 1841529]",Show me publications on gravity theories from the co-authors involved in the 'Extensions of Lorentzian spacetime geometry: From Finsler to Cartan and vice versa' paper.,"[1553693, 1642503, 1785459, 1845017, 1794501, 1630238, 1857012, 1841529, 1626571, 1821418, 1825696, 1859512, 1189837, 1856792, 1336614, 1277115, 1306691, 1483062, 1706523, 1311318]","[1553693, 1794501, 1859512, 1277115, 1630238, 1626571, 1642503, 1785459, 1845017, 1857012, 1841529, 1821418, 1825696, 1189837, 1336614, 1306691, 1483062, 1706523, 1311318, 1856792]"
10701,"[1625217, 1608326, 1565254, 1867295, 1595758, 1831349, 1599231]",Show me publications by L. Lebanowski related to the study of neutrino oscillation experiments.,"[1867295, 1599231, 1831349, 1595758, 1565254, 1829456, 1625217, 1608326, 1842977, 1463140, 1869891, 1854517, 1766735, 1454803, 1245697, 1273679, 1238459, 1532798, 1558241, 1554639]","[1599231, 1831349, 1595758, 1565254, 1829456, 1625217, 1608326, 1842977, 1463140, 1869891, 1854517, 1766735, 1454803, 1245697, 1273679, 1238459, 1532798, 1558241, 1554639, 1867295]"
9338,"[1300347, 1351469]","What research papers that delve into heat transfer optimization methods have been referenced in the study titled ""Temperature–heat diagram analysis method for heat recovery physical adsorption refrigeration cycle – Taking multi-stage cycle as an example""?","[1856682, 1747776, 1379816, 1870835, 1180246, 1243354, 1263187, 1378026, 1756286, 1725589, 1840126, 1552208, 1300347, 1737648, 1757059, 1706037, 1814441, 1681970, 1279959, 1517561]","[1856682, 1747776, 1379816, 1870835, 1180246, 1243354, 1263187, 1378026, 1756286, 1725589, 1840126, 1552208, 1300347, 1737648, 1757059, 1706037, 1814441, 1681970, 1279959, 1517561]"
6455,"[1666821, 1663302, 1654567, 1522057, 1450410, 1639372, 1748887, 1556310, 1339222, 1428799]",Search for publications by Marco Breschi on thermal properties.,"[1666821, 1663302, 1663988, 1428799, 1450410, 1215154, 1639372, 1556310, 1481702, 1758651, 1559832, 1746651, 1604159, 1739382, 1367441, 1378005, 1218142, 1838924, 1420544, 1626293]","[1428799, 1450410, 1666821, 1663302, 1556310, 1481702, 1758651, 1559832, 1746651, 1604159, 1739382, 1367441, 1378005, 1218142, 1838924, 1420544, 1626293, 1663988, 1215154, 1639372]"
9771,"[1239688, 1677556]",Show me research articles on Dynamic contrast-enhanced magnetic resonance imaging that investigate compressed sensing techniques for real-time monitoring of lung tumor movement.,"[1288475, 1447759, 1789551, 1823650, 1294449, 1239688, 1188308, 1498485, 1249978, 1394667, 1779245, 1770591, 1459147, 1243110, 1225877, 1456826, 1737609, 1177146, 1824654, 1753508]","[1288475, 1447759, 1823650, 1294449, 1239688, 1188308, 1249978, 1394667, 1770591, 1459147, 1243110, 1225877, 1456826, 1737609, 1824654, 1753508, 1177146, 1789551, 1498485, 1779245]"
2667,"[1466992, 1436220]","Show me publications by authors of ""Dynamical instability and the expansion-free condition"" that cover the topic of cavity evolution in relativistic fluids.","[1466992, 1300326, 1619440, 1381978, 1369101, 1753923, 1558782, 1255225, 1744394, 1846792, 1739108, 1565386, 1821167, 1768571, 1189353, 1436220, 1669274, 1821719, 1374612, 1277689]","[1466992, 1255225, 1744394, 1846792, 1739108, 1565386, 1821167, 1768571, 1189353, 1436220, 1669274, 1821719, 1374612, 1277689, 1381978, 1300326, 1619440, 1369101, 1753923, 1558782]"
